hhid,cellphone,wealth,size,education_years,education_other,bank_acct,mattress,sacco,merry,mean_sent_nm,number_sent_nm,totsent_nm,number_sent_m,totsent_m,sendd,number_sent,totsent,mean_recd_nm,totrecd_nm,number_recd_nm,totrecd_m,number_recd_m,recdd,mean_recd,totrecd,number_recd,netremit,mpesa_user,round,weight,mean_sentdist_nm,mean_sentdist_m,mean_sentdist,mean_recddist_nm,mean_recddist_m,mean_recddist,frac_recd,period,agents1,agents2,agents5,agents10,agents20,agents_d,totexp,ltotexp,totexppc,ltotexppc,wkexppc,lwkexppc,totexppc_nomed,ltotexppc_nomed,lwealth,rural,province,district,location,village,totrecd_c,totsent_c,totrecd2,networksize,mean_recd2,occ_farmer,occ_public,occ_prof,occ_help,occ_ue,occ_bus,occ_sales,occ_ind,occ_other,lagents_d,agents1s,agents2s,agents5s,agents10s,agents20s,neg,sick,ag,pos,user_neg,user_sick,agents1s_neg,agents1s_sick,agents2s_neg,agents2s_sick,agents5s_neg,agents5s_sick,agents10s_neg,agents10s_sick,agents20s_neg,agents20s_sick,lagents_d_neg,lagents_d_sick,distance,panel,mpesa_status,lowattrit,wealthtile,d1,d2,d3,d4,d5,false,lmean_recddist,ldistance,urban,mweight
291057,1,10300,5,8,0,"no","yes","no","yes",,,,,,0,0,0,,,,,,0,0,0,0,0,"yes",2,2.036215,,,,,,,0,2,0,0,0,0,48,19.02071,64792,11.07894,12958.4,9.4695,11710.4,9.368233,12718.4,9.450805,9.2399,1,"eastern",401,40,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.853284,0,0,0,0,6.928203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"M-PESA",1,5,.4,0,.2,.2,0,1,,,0,2.058996
291010,1,150900,8,8,0,"yes","yes","no","yes",1000,1,1000,1,506,1,2,1506,,,0,2000,1,1,2000,2000,1,494,"yes",2,2.036215,300,2,151,,300,300,.2,2,0,0,0,0,48,19.12808,212868,12.26843,26608.5,10.18899,12636,9.444305,26608.5,10.18899,11.92437,1,"eastern",401,40,41,.0093955,.0070748,44.72136,1,44.72136,1,0,0,0,0,0,0,0,0,9.858912,0,0,0,0,6.928203,1,0,1,0,1,0,0,0,0,0,0,0,0,0,6.928203,0,9.858912,0,128.0705,1,"M-PESA",1,5,0,0,.5,.125,.125,1,5.703783,4.852581,0,1.98755
1565035,1,45500,2,12,0,"yes","no","yes","no",,0,,1,2000,1,1,2000,3300,3300,1,,0,1,3300,3300,1,1300,"yes",2,1.018107,,35,35,25,,25,.2,2,28,29,29,32,40,.2271068,411160,12.92674,205580,12.23359,127270,11.75407,205220,12.23184,10.72547,0,"nyanza",602,42,42,.0080261,.0048643,57.44563,1,57.44563,0,0,1,0,0,0,0,0,0,5.425421,5.291502,5.385165,5.385165,5.656854,6.324555,1,1,0,0,1,1,5.291502,5.291502,5.385165,5.385165,5.385165,5.385165,5.656854,5.656854,6.324555,6.324555,5.425421,5.425421,89.787905,1,"M-PESA",,5,0,0,.5,.5,0,0,3.218876,4.49745,1,1.043088
1565012,1,10800,4,10,0,"no","no","no","no",,,,,,0,0,0,,,,,,0,0,0,0,0,"yes",3,1.018107,,,,,,,,2,32,33,33,38,46,.2271068,136322,11.82277,34080.5,10.43648,15060.5,9.619831,29880.5,10.30496,9.287301,0,"nyanza",602,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.425421,5.656854,5.744563,5.744563,6.164414,6.78233,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"Join",,2,0,.5,.25,.25,0,,,,1,1.02351
1565066,1,314000,6,8,0,"no","yes","no","no",,,,,,0,0,0,300,900,3,,0,1,300,900,3,900,"yes",2,1.018107,,,,30,,30,1,2,28,29,29,32,40,.1646608,184456,12.12517,30742.67,10.33341,16362.67,9.702758,30742.67,10.33341,12.65715,0,"nyanza",602,42,42,.0048792,0,30,1,17.32051,0,0,0,0,0,0,1,0,0,5.103888,5.291502,5.385165,5.385165,5.656854,6.324555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.127436,1,"Join",,3,.1666667,0,0,.5,0,,3.401197,3.740699,1,1.050481
1565073,1,58000,2,0,1,"yes","yes","no","yes",,0,,2,7000,1,2,7000,6500,13000,2,,0,1,6500,13000,2,6000,"yes",2,1.018107,,90,90,80,,80,.4,2,28,29,29,32,40,.1526189,234132,12.36364,117066,11.67049,91546,11.4246,117066,11.67049,10.9682,0,"nyanza",602,42,42,.0555242,.0298977,114.0175,2,80.62257,0,0,0,0,0,0,0,1,0,5.027944,5.291502,5.385165,5.385165,5.656854,6.324555,1,1,0,0,1,1,5.291502,5.291502,5.385165,5.385165,5.385165,5.385165,5.656854,5.656854,6.324555,6.324555,5.027944,5.027944,.61041587,1,"M-PESA",,5,0,0,.5,.5,0,0,4.382027,-.4936148,1,1.096434
1565004,1,11000,2,8,0,"no","no","no","yes",,,,,,0,0,0,,,,,,0,0,0,0,0,"yes",3,1.018107,,,,,,,,2,30,33,33,38,46,.2667842,121800,11.71014,60900,11.01699,35490,10.47701,57900,10.96647,9.305651,0,"nyanza",602,42,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.58644,5.477226,5.744563,5.744563,6.164414,6.78233,1,1,0,0,1,1,5.477226,5.477226,5.744563,5.744563,5.744563,5.744563,6.164414,6.164414,6.78233,6.78233,5.58644,5.58644,,1,"Join",,2,0,0,0,.5,0,,,,1,1.176955
1565020,1,58400,9,12,0,"yes","yes","no","yes",600,1,600,2,2600,1,3,3200,500,500,1,,0,1,500,500,1,22300,"yes",2,1.018107,520,81,227.3333,520,,520,.2,2,28,29,29,32,40,.2085192,253149,12.44173,28127.67,10.24451,15958.22,9.67773,27821,10.23355,10.97507,0,"nyanza",602,42,42,.0019751,.0126408,22.36068,1,22.36068,0,0,1,0,0,0,0,0,0,5.340031,5.291502,5.385165,5.385165,5.656854,6.324555,1,1,0,0,1,1,5.291502,5.291502,5.385165,5.385165,5.385165,5.385165,5.656854,5.656854,6.324555,6.324555,5.340031,5.340031,276.22941,1,"M-PESA",,3,.3333333,.3333333,0,.2222222,.1111111,1,6.253829,5.621232,1,.976153
1565043,1,172500,3,0,1,"yes","yes","no","no",3000,1,3000,3,7500,1,4,10500,2000,2000,1,,0,1,2000,2000,1,-8500,"yes",2,1.018107,200,110,132.5,80,,80,.1666667,2,28,29,29,32,40,.2150727,164820,12.01261,54940,10.914,25740,10.1558,54940,10.914,12.05815,0,"nyanza",602,42,42,.0121344,.0637059,44.72136,1,44.72136,0,0,0,0,0,1,0,0,0,5.370976,5.291502,5.385165,5.385165,5.656854,6.324555,1,1,0,0,1,1,5.291502,5.291502,5.385165,5.385165,5.385165,5.385165,5.656854,5.656854,6.324555,6.324555,5.370976,5.370976,.66424867,1,"Join",,3,0,.3333333,.3333333,.3333333,0,,4.382027,-.4090987,1,1.047201
1566039,1,8500,6,0,1,"no","no","no","yes",,,,,,0,0,0,,,0,5000,1,1,5000,5000,1,5000,"yes",2,1.018107,,,,,1000,1000,.5,2,2,26,29,31,40,.991051,133516,11.80198,22252.67,10.01022,15452.67,9.645536,22252.67,10.01022,9.047821,0,"nyanza",602,42,43,.0374487,0,70.71068,1,70.71068,0,0,1,0,0,0,0,0,0,6.898766,1.414214,5.09902,5.385165,5.567764,6.324555,1,1,0,0,1,1,1.414214,1.414214,5.09902,5.09902,5.385165,5.385165,5.567764,5.567764,6.324555,6.324555,6.898766,6.898766,424.57118,1,"Join",1,2,.1666667,.3333333,0,.3333333,0,,6.907755,6.05108,1,1.029678
1566067,1,7800,1,10,0,"yes","no","no","no",,0,,3,1700,1,3,1700,,,,,,0,0,0,0,-1700,"yes",2,1.018107,,70,70,,,,0,2,2,26,29,31,40,.9454349,106000,11.57119,106000,11.57119,33800,10.42822,106000,11.57119,8.961879,0,"nyanza",602,42,43,0,.0160377,0,0,0,0,0,0,0,0,0,0,0,1,6.851645,1.414214,5.09902,5.385165,5.567764,6.324555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"M-PESA",1,1,0,0,1,0,0,0,,,1,1.029047
1566048,1,106800,6,12,0,"yes","no","no","yes",,,,,,0,0,0,500,1000,2,,0,1,500,1000,2,1000,"yes",2,1.018107,,,,60,,60,.5,2,2,26,29,31,40,.9658661,249800,12.42842,41633.33,10.63666,17853.33,9.789946,40233.33,10.60245,11.57871,0,"nyanza",602,42,43,.0040032,0,31.62278,2,22.36068,0,0,0,1,0,0,0,0,0,6.873025,1.414214,5.09902,5.385165,5.567764,6.324555,1,1,0,1,1,1,1.414214,1.414214,5.09902,5.09902,5.385165,5.385165,5.567764,5.567764,6.324555,6.324555,6.873025,6.873025,34.967455,1,"Join",1,4,.1666667,.5,0,.1666667,.1666667,,4.094345,3.554418,1,1.081373
1566030,1,58000,6,12,0,"yes","no","yes","yes",,0,,2,4500,1,2,4500,,,0,3000,1,1,3000,3000,1,-1500,"yes",2,1.018107,,200,200,,10,10,.2,2,2,26,29,31,40,.9857783,380544,12.84936,63424,11.0576,25324,10.13951,55424,10.92277,10.9682,0,"nyanza",602,42,43,.0078835,.0118252,54.77225,1,54.77225,0,0,0,1,0,0,0,0,0,6.893432,1.414214,5.09902,5.385165,5.567764,6.324555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3914112,1,"Join",1,2,.1666667,.1666667,.1666667,.5,0,,2.302585,.3303185,1,1.072885
1566001,1,13600,5,12,0,"no","yes","no","yes",,,,,,0,0,0,300,300,1,,0,1,300,300,1,300,"no",2,1.018107,,,,80,,80,.1428571,2,3,26,29,31,40,.9230731,142736,11.86875,28547.2,10.25931,17659.2,9.779012,28547.2,10.25931,9.517825,0,"nyanza",602,42,43,.0021018,0,17.32051,1,17.32051,0,0,1,0,0,0,0,0,0,6.827708,1.732051,5.09902,5.385165,5.567764,6.324555,1,1,0,1,0,0,1.732051,1.732051,5.09902,5.09902,5.385165,5.385165,5.567764,5.567764,6.324555,6.324555,6.827708,6.827708,,1,"Leave",1,2,.2,.2,.4,.2,0,,4.382027,,1,.9713989
1566011,1,4900,6,8,0,"yes","yes","no","no",,,,,,0,0,0,,,,,,0,0,0,0,0,"yes",2,1.018107,,,,,,,0,2,2,26,29,31,40,.9406164,100064,11.51357,16677.33,9.721806,8294,9.023288,14677.33,9.59406,8.49699,0,"nyanza",602,42,43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.846535,1.414214,5.09902,5.385165,5.567764,6.324555,1,1,0,1,1,1,1.414214,1.414214,5.09902,5.09902,5.385165,5.385165,5.567764,5.567764,6.324555,6.324555,6.846535,6.846535,,1,"Join",1,2,.1666667,.5,.1666667,.1666667,0,,,,1,.9801146
1566058,1,174500,7,8,0,"yes","yes","no","yes",1000,1,1000,0,,1,1,1000,1000,1000,1,,0,1,1000,1000,1,0,"yes",2,1.018107,20,,20,30,,30,.2,2,2,26,29,31,40,.9389645,235636,12.37004,33662.29,10.42413,16030.86,9.682271,32633.71,10.3931,12.06968,0,"nyanza",602,42,43,.0042438,.0042438,31.62278,1,31.62278,0,0,1,0,0,0,0,0,0,6.844778,1.414214,5.09902,5.385165,5.567764,6.324555,1,1,0,0,1,1,1.414214,1.414214,5.09902,5.09902,5.385165,5.385165,5.567764,5.567764,6.324555,6.324555,6.844778,6.844778,1.3483766,1,"M-PESA",1,3,.4285715,.2857143,.1428571,.1428571,0,,3.401197,.2989014,1,.9963474
1566077,1,55250,8,8,0,"yes","no","no","no",2000,1,2000,1,5200,1,2,7200,,,,,,0,0,0,0,-7200,"yes",2,1.018107,50,40,45,,,,0,2,2,26,29,31,40,.9457612,286938,12.56702,35867.25,10.48758,10328.5,9.242662,28367.25,10.25299,10.91962,0,"nyanza",602,42,43,0,.0250925,0,0,0,0,0,0,0,0,1,0,0,0,6.85199,1.414214,5.09902,5.385165,5.567764,6.324555,1,1,0,0,1,1,1.414214,1.414214,5.09902,5.09902,5.385165,5.385165,5.567764,5.567764,6.324555,6.324555,6.85199,6.85199,,1,"Join",1,1,.375,.125,.125,.375,0,1,,,1,1.015787
1566086,1,22000,4,8,0,"no","yes","no","no",200,6,1200,0,,1,6,1200,,,,,,0,0,0,0,-1200,"no",2,1.018107,2.833333,,2.833333,,,,0,2,2,26,29,31,40,.9536389,108024,11.59011,27006,10.20381,17810,9.787516,25776,10.1572,9.998797,0,"nyanza",602,42,43,0,.0111086,0,0,0,0,0,1,0,0,0,0,0,0,6.860285,1.414214,5.09902,5.385165,5.567764,6.324555,1,1,0,0,0,0,1.414214,1.414214,5.09902,5.09902,5.385165,5.385165,5.567764,5.567764,6.324555,6.324555,6.860285,6.860285,,1,"Non M-PESA",1,2,.25,.25,.25,.25,0,,,,1,1.041878
1567068,1,14200,4,10,0,"yes","yes","no","yes",,,,,,0,0,0,1500,1500,1,,0,1,1500,1500,1,1500,"yes",2,1.018107,,,,100,,100,.3333333,2,24,29,29,31,40,.3736208,139020,11.84237,34755,10.45608,8905,9.094368,34155,10.43866,9.560997,0,"nyanza",602,42,44,.0107898,0,38.72983,1,38.72983,0,0,1,0,0,0,0,0,0,5.923242,4.89898,5.385165,5.385165,5.567764,6.324555,1,0,1,1,1,0,4.89898,0,5.385165,0,5.385165,0,5.567764,0,6.324555,0,5.923242,0,,1,"Join",,2,.25,.25,.25,.25,0,,4.60517,,1,.9842442
1567141,1,136500,4,18,0,"yes","no","no","no",,0,,2,6870,1,2,6870,7000,7000,1,,0,1,7000,7000,1,130,"yes",2,1.018107,,30,30,300,,300,.1111111,2,20,29,29,31,40,.5216209,251776,12.4363,62944,11.05,17719,9.782393,62944,11.05,11.82408,0,"nyanza",602,42,44,.0278025,.0272862,83.666,1,83.666,0,0,1,0,0,0,0,0,0,6.256941,4.472136,5.385165,5.385165,5.567764,6.324555,1,1,0,0,1,1,4.472136,4.472136,5.385165,5.385165,5.385165,5.385165,5.567764,5.567764,6.324555,6.324555,6.256941,6.256941,94.657814,1,"M-PESA",,4,.25,.25,.25,.25,0,1,5.703783,4.550269,1,1.045514
1567063,1,12700,3,12,0,"yes","no","no","yes",,,,,,0,0,0,,,,,,0,0,0,0,0,"yes",2,1.018107,,,,,,,0,2,20,29,29,31,40,.4959347,125188,11.73757,41729.33,10.63896,21129.33,9.958418,40529.33,10.60978,9.449357,0,"nyanza",602,42,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.206444,4.472136,5.385165,5.385165,5.567764,6.324555,1,1,0,0,1,1,4.472136,4.472136,5.385165,5.385165,5.385165,5.385165,5.567764,5.567764,6.324555,6.324555,6.206444,6.206444,,1,"Join",,1,0,.3333333,.3333333,.3333333,0,,,,1,1.00099
1567039,1,22000,4,0,1,"yes","no","no","yes",,0,,1,900,1,1,900,500,500,1,,0,1,500,500,1,-400,"yes",2,1.018107,,20,20,2,,2,.3333333,2,24,29,29,31,40,.3510988,151492,11.92829,37873,10.54199,15353,9.639066,36673,10.5098,9.998797,0,"nyanza",602,42,44,.0033005,.0059409,22.36068,1,22.36068,0,0,0,1,0,0,0,0,0,5.861068,4.89898,5.385165,5.385165,5.567764,6.324555,1,1,0,0,1,1,4.89898,4.89898,5.385165,5.385165,5.385165,5.385165,5.567764,5.567764,6.324555,6.324555,5.861068,5.861068,11.15428,1,"M-PESA",,2,0,.75,0,.25,0,,.6931472,2.411823,1,1.164179
1567024,1,27900,5,0,0,"no","yes","no","yes",1400,1,1400,0,,1,1,1400,,,,,,0,0,0,0,-1400,"no",2,1.018107,700,,700,,,,0,2,0,0,0,1,82,9.833752,212392,12.26619,42478.4,10.65675,21070.4,9.955625,40966.4,10.62051,10.23638,0,"nyanza",602,42,44,0,.0065916,0,0,0,0,0,0,0,0,1,0,0,0,9.193576,0,0,0,1,9.055386,1,1,0,0,0,0,0,0,0,0,0,0,1,1,9.055386,9.055386,9.193576,9.193576,,1,"Non M-PESA",,1,.4,.2,0,.2,0,,,,1,1.016883
1567053,1,28100,4,12,0,"yes","yes","no","yes",,0,,1,7000,1,1,7000,10000,10000,1,,0,1,10000,10000,1,3000,"yes",2,1.018107,,600,600,500,,500,.25,2,24,29,29,31,40,.3725314,521060,13.16362,130265,11.77733,28145,10.24512,125765,11.74217,10.24352,0,"nyanza",602,42,44,.0191916,.0134342,100,1,100,0,0,0,0,0,1,0,0,0,5.920321,4.89898,5.385165,5.385165,5.567764,6.324555,1,1,0,0,1,1,4.89898,4.89898,5.385165,5.385165,5.385165,5.385165,5.567764,5.567764,6.324555,6.324555,5.920321,5.920321,276.14782,1,"M-PESA",,5,.25,0,.5,.25,0,0,6.214608,5.620936,1,1.00497
1567009,1,267950,1,12,0,"yes","no","no","no",,0,,1,1000,1,1,1000,,,,,,0,0,0,0,-1000,"yes",2,1.018107,,700,700,,,,0,2,20,29,29,31,40,.5294758,439244,12.99281,439244,12.99281,77064,11.25239,434204,12.98127,12.49856,0,"nyanza",602,42,44,0,.0022766,0,0,0,0,0,0,0,0,1,0,0,0,6.271887,4.472136,5.385165,5.385165,5.567764,6.324555,1,1,0,0,1,1,4.472136,4.472136,5.385165,5.385165,5.385165,5.385165,5.567764,5.567764,6.324555,6.324555,6.271887,6.271887,,1,"M-PESA",,4,0,0,0,1,0,0,,,1,1.120851
1568033,1,339850,7,12,0,"yes","yes","no","yes",,0,,2,500,1,2,500,700,1400,2,,0,1,700,1400,2,900,"yes",2,1.018107,,50,50,45,,45,.4,2,29,29,29,31,42,.036062,354590,12.77872,50655.71,10.83281,27262.86,10.21328,50655.71,10.83281,12.73626,0,"nyanza",602,42,45,.0039482,.0014101,37.41657,2,26.45751,0,0,1,0,0,0,0,0,0,3.585239,5.385165,5.385165,5.385165,5.567764,6.480741,1,0,0,0,1,0,5.385165,0,5.385165,0,5.385165,0,5.567764,0,6.480741,0,3.585239,0,42.288246,1,"Join",,5,.2857143,.2857143,.1428571,.1428571,.1428571,,3.806663,3.744509,1,1.022573
1568012,1,65400,2,8,0,"yes","no","no","yes",27000,1,27000,3,13200,1,4,40200,1000,1000,1,,0,1,1000,1000,1,-39200,"yes",2,1.018107,1000,283.3333,462.5,1000,,1000,.1428571,2,29,29,29,32,42,.0153564,458732,13.03622,229366,12.34307,136916,11.82712,227566,12.3352,11.08828,0,"nyanza",602,42,45,.0021799,.0876329,31.62278,1,31.62278,0,0,0,0,0,1,0,0,0,2.731535,5.385165,5.385165,5.385165,5.656854,6.480741,1,0,0,0,1,0,5.385165,0,5.385165,0,5.385165,0,5.656854,0,6.480741,0,2.731535,0,698.27443,1,"Join",,4,0,0,0,0,.5,0,6.907755,6.548612,1,1.032122
1568054,0,33900,6,7,0,"no","yes","no","yes",1500,1,1500,1,1000,1,2,2500,22000,22000,1,,0,1,22000,22000,1,19500,"yes",2,1.018107,200,700,450,700,,700,.2,2,0,20,29,32,43,1.801502,342580,12.74426,57096.67,10.9525,18676.67,9.835031,56096.67,10.93483,10.43117,0,"nyanza",602,42,45,.0642186,.0072976,148.324,1,148.324,0,0,0,0,0,1,0,0,0,7.496376,0,4.472136,5.385165,5.656854,6.557438,1,1,0,0,1,1,0,0,4.472136,4.472136,5.385165,5.385165,5.656854,5.656854,6.557438,6.557438,7.496376,7.496376,279.994,1,"M-PESA",,2,.3333333,.3333333,.1666667,0,0,,6.55108,5.634768,1,1.057084
1568061,1,65000,7,12,0,"yes","yes","no","no",,0,,1,6000,1,1,6000,,,,,,0,0,0,0,-6000,"yes",2,1.018107,,100,100,,,,0,2,29,29,29,31,42,.0319317,180668,12.10442,25809.71,10.15851,10466.86,9.255969,25809.71,10.15851,11.08214,0,"nyanza",602,42,45,0,.0332101,0,0,0,0,0,0,0,0,0,1,0,0,3.4636,5.385165,5.385165,5.385165,5.567764,6.480741,1,1,0,0,1,1,5.385165,5.385165,5.385165,5.385165,5.385165,5.385165,5.567764,5.567764,6.480741,6.480741,3.4636,3.4636,,1,"M-PESA",,1,.1428571,.5714286,.1428571,.1428571,0,,,,1,1.009726
1568026,1,150600,1,3,0,"yes","no","no","yes",,0,,4,9500,1,4,9500,750,1500,2,,0,1,750,1500,2,-8000,"yes",2,1.018107,,30,30,30,,30,.3333333,2,29,29,29,31,42,.021499,132116,11.79144,132116,11.79144,69316,11.14643,132116,11.79144,11.92238,0,"nyanza",602,42,45,.0113537,.0719065,38.72983,1,27.38613,0,0,0,1,0,0,0,0,0,3.068007,5.385165,5.385165,5.385165,5.567764,6.480741,1,0,0,0,1,0,5.385165,0,5.385165,0,5.385165,0,5.567764,0,6.480741,0,3.068007,0,31.486062,1,"M-PESA",,2,0,0,1,0,0,0,3.401197,3.449545,1,1.049925
1568040,1,2026000,4,0,1,"yes","yes","yes","no",,0,,2,25000,1,2,25000,10000,10000,1,,0,1,10000,10000,1,-15000,"yes",2,1.018107,,165,165,25,,25,.1,2,29,29,29,31,42,.0290984,1984000,14.50063,496000,13.11433,23985,10.08518,496000,13.11433,14.52157,0,"nyanza",602,42,45,.0050403,.0126008,100,1,100,0,0,0,0,0,1,0,0,0,3.370683,5.385165,5.385165,5.385165,5.567764,6.480741,1,1,0,0,1,1,5.385165,5.385165,5.385165,5.385165,5.385165,5.385165,5.567764,5.567764,6.480741,6.480741,3.370683,3.370683,31.441788,1,"M-PESA",,5,.25,0,.25,.5,0,0,3.218876,3.448138,1,1.047443
1569047,0,8100,1,0,1,"no","yes","no","no",,,,,,0,0,0,,,,,,0,0,0,0,0,"no",2,1.018107,,,,,,,0,2,4,29,29,30,42,.8303464,66404,11.10351,66404,11.10351,60424,11.00914,66404,11.10351,8.999619,0,"nyanza",602,42,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.721843,2,5.385165,5.385165,5.477226,6.480741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"Leave",,3,0,0,0,1,0,,,,1,.9330154
1569006,1,124500,7,12,0,"yes","no","yes","yes",,0,,2,3000,1,2,3000,,,0,4000,1,1,4000,4000,1,1000,"yes",2,1.018107,,39,39,,600,600,.125,2,0,0,29,32,42,2.163476,251356,12.43463,35908,10.48872,19336.57,9.869754,34193.71,10.4398,11.73206,0,"nyanza",602,42,46,.0159137,.0119353,63.24555,1,63.24555,0,1,0,0,0,0,0,0,0,7.679471,0,0,5.385165,5.656854,6.480741,1,0,1,0,1,0,0,0,0,0,5.385165,0,5.656854,0,6.480741,0,7.679471,0,275.93173,1,"M-PESA",,3,.4285715,.2857143,.1428571,.1428571,0,1,6.39693,5.620153,1,1.034872
1569024,1,109500,7,12,0,"yes","no","no","yes",3000,1,3000,0,,1,1,3000,,,0,1000,1,1,1000,1000,1,-2000,"yes",2,1.018107,100,,100,,150,150,.3333333,2,4,29,29,30,42,.8300395,277728,12.5344,39675.43,10.58849,12732.57,9.451919,39161.14,10.57544,11.60368,0,"nyanza",602,42,46,.0036006,.0108019,31.62278,1,31.62278,0,0,1,0,0,0,0,0,0,6.721473,2,5.385165,5.385165,5.477226,6.480741,1,1,0,0,1,1,2,2,5.385165,5.385165,5.385165,5.385165,5.477226,5.477226,6.480741,6.480741,6.721473,6.721473,67.530776,1,"Join",,2,.2857143,.4285714,0,.1428571,0,,5.010635,4.212584,1,1.130463
1569045,0,6050,4,8,0,"no","yes","no","yes",,,,,,0,0,0,400,400,1,,0,1,400,400,1,400,"no",2,1.018107,,,,20,,20,1,2,4,29,29,30,42,.8260636,63320,11.05596,15830,9.669662,12545,9.437078,15470,9.646658,8.707813,0,"nyanza",602,42,46,.0063171,0,20,1,20,0,0,0,0,0,1,0,0,0,6.716672,2,5.385165,5.385165,5.477226,6.480741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"Non M-PESA",,2,.25,.25,0,.5,0,,2.995732,,1,1.090994
1569053,0,30200,5,12,0,"no","yes","no","yes",,,,,,0,0,0,,,,,,0,0,0,0,0,"no",2,1.018107,,,,,,,,2,10,29,29,30,42,.628061,231276,12.35137,46255.2,10.74193,19947.2,9.900844,40255.2,10.60299,10.3156,0,"nyanza",602,42,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.442637,3.162278,5.385165,5.385165,5.477226,6.480741,1,1,1,0,0,0,3.162278,3.162278,5.385165,5.385165,5.385165,5.385165,5.477226,5.477226,6.480741,6.480741,6.442637,6.442637,,1,"Non M-PESA",,2,.4,0,0,.2,.2,,,,1,1.017947
1569041,1,32750,2,3,0,"yes","yes","no","yes",25000,1,25000,0,,1,1,25000,,,0,1400,1,1,1400,1400,1,-23600,"yes",2,1.018107,300,,300,,150,150,.25,2,10,29,29,30,42,.6329139,123172,11.72134,61586,11.02819,27586,10.22506,39386,10.58117,10.39666,0,"nyanza",602,42,46,.0113662,.2029682,37.41657,1,37.41657,0,0,0,0,0,1,0,0,0,6.450335,3.162278,5.385165,5.385165,5.477226,6.480741,1,1,0,0,1,1,3.162278,3.162278,5.385165,5.385165,5.385165,5.385165,5.477226,5.477226,6.480741,6.480741,6.450335,6.450335,58.246327,1,"Join",,4,0,0,0,0,.5,1,5.010635,4.064681,1,.9200083
1569018,1,21350,4,8,0,"no","no","yes","no",,,,,,0,0,0,,,,,,0,0,0,0,0,"yes",3,1.018107,,,,,,,,2,4,33,33,35,48,.8429353,186864,12.13814,46716,10.75184,21931,9.995656,43716,10.68547,9.968807,0,"nyanza",602,42,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.73689,2,5.744563,5.744563,5.91608,6.928203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"Join",,1,.5,0,.25,.25,0,,,,1,.9921183
1570107,1,468100,6,0,1,"yes","no","yes","no",,0,,1,1000,1,1,1000,,,0,1000,1,1,1000,1000,1,0,"yes",2,1.018107,,30,30,,37,37,.2,2,0,18,29,31,42,1.550079,2048268,14.53251,341378,12.74075,41028,10.62201,101378,11.52661,13.05644,0,"nyanza",602,42,47,.0004882,.0004882,31.62278,1,31.62278,0,0,0,1,0,0,0,0,0,7.346061,0,4.24264,5.385165,5.567764,6.480741,1,1,1,0,1,1,0,0,4.24264,4.24264,5.385165,5.385165,5.567764,5.567764,6.480741,6.480741,7.346061,7.346061,,1,"Join",1,5,.3333333,.1666667,.1666667,.3333333,0,0,3.610918,,1,1.125275
1570138,1,44100,6,7,0,"yes","yes","no","yes",,,,,,0,0,0,,,0,4200,2,1,2100,4200,2,4200,"yes",3,1.018107,,,,,,,.5,2,0,30,33,36,48,1.461932,119512,11.69117,19918.67,9.899412,14222,9.562546,19718.67,9.889321,10.69421,0,"nyanza",602,42,47,.0351429,0,64.8074,2,45.82576,0,0,0,0,0,1,0,0,0,7.287514,0,5.477226,5.744563,6,6.928203,1,1,0,0,1,1,0,0,5.477226,5.477226,5.744563,5.744563,6,6,6.928203,6.928203,7.287514,7.287514,485.45245,1,"Join",1,3,0,.5,0,.1666667,.1666667,1,,6.185081,1,.9747031
1570031,1,303600,6,18,0,"yes","no","no","yes",,,,,,0,0,0,,,,,,0,0,0,0,0,"yes",3,1.018107,,,,,,,0,2,0,3,33,37,48,1.761009,1639168,14.3097,273194.7,12.51794,47354.67,10.76542,272194.7,12.51427,12.62347,0,"nyanza",602,42,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.473642,0,1.732051,5.744563,6.082763,6.928203,1,1,0,0,1,1,0,0,1.732051,1.732051,5.744563,5.744563,6.082763,6.082763,6.928203,6.928203,7.473642,7.473642,,1,"M-PESA",1,3,0,0,.1666667,.5,.1666667,0,,,1,1.086215
